user_id,correo,product_id,purchase_date,product_name
dccdc868-33d1-42b1-bc17-e2b6a76b8dc7,denise72@black-williams.com,8ae4fe3c-a9e7-4073-af81-d07379b2937a,2023-09-27,Mascarilla Quirúrgica
ce6704bb-3765-402f-b6cf-2ac6c132094a,mooremelissa@gmail.com,d285a32d-71e3-4af5-b0ea-f652accb3103,2023-03-31,Jeringa Desechable
cd64d7b7-2c22-4b04-9aaa-1b9aed72eae7,aallen@rogers.info,0dd7cdac-0d04-4cae-9faa-05bbe1e8cdc3,2022-11-05,Alcohol en Gel
9affdfeb-df5c-442f-ad31-0810e64ca074,calvin16@hotmail.com,59c8a4c2-528a-4d81-9cc4-fccd796b3e08,2023-02-09,Parche Antiinflamatorio
8759c99a-dc1f-4767-9cba-d51f79b9649f,cmckee@coleman.com,da5d88a1-ab32-4e95-a4cb-7aa4ae2bc467,2024-04-19,Guantes de Latex
3600bb8a-9f65-4456-bacb-7f00d8435838,ysandoval@hotmail.com,e36ef90d-596d-475a-ab78-72924e3793e4,2023-11-24,Parche Antiinflamatorio
2dd8d09d-c5b9-48ad-bf27-de72b029e2fb,williamsangela@hotmail.com,25412027-d628-4ef0-b783-14fe0774a344,2024-01-06,Jeringa Desechable
96e1a3f9-c1ad-4d72-8be4-7257dadb1ef8,colinstevens@johnson-evans.org,50eafa41-3015-46ab-bcb5-80984ebf2abe,2024-05-14,Tiritas
e837987e-2cf5-4b02-b7c3-9be4acf87374,amy32@kim-ayala.biz,41c23b13-1c01-4717-b6e8-898f4b3cb802,2023-04-19,Cinta Quirúrgica
7e82b57d-f58b-4e22-9920-7162b2572c50,qdiaz@hotmail.com,21bd5337-0bf4-49fb-92d1-9b63308458f5,2023-02-06,Tiritas
e171f348-9bba-45c4-83cc-ae4a8d962693,sabrinadiaz@gomez-osborn.com,e36d5e4b-18ec-42f2-b00f-044cee18b182,2024-02-23,Mascarilla Quirúrgica
380e99df-0377-4807-9fc7-a4693474c43e,john53@edwards-lawrence.com,12efb7c5-fb52-4e6b-ae94-c3df8f8d9d6a,2023-09-27,Cinta Quirúrgica
fca30ebe-0942-47ba-b3ca-209c8fa0c4e3,wallacesonya@jones.com,75997e3b-e457-44c7-8587-fc982c45bd54,2022-11-28,Monitor de Presión Arterial
c7e2da35-0e80-4b79-bd9d-de9cf3a42339,molly46@mendoza.com,3994f63a-b9c3-4750-b5a3-701d4afedb31,2023-12-05,Cinta Quirúrgica
33f90db7-8599-4630-8131-6561d7a66c2e,munozryan@robertson.com,8229052d-161a-4765-9265-6545d8864cba,2023-06-13,Jeringa Desechable
bea747a1-f17b-41e0-9d01-7851919beb47,stephaniepearson@yahoo.com,147c81d7-419b-45ab-ae71-d467867774ad,2024-07-07,Cinta Quirúrgica
85fc2299-a125-42bc-bc8d-2961e3ac2c9b,miguelbell@yahoo.com,0c99cdd2-d75c-4522-9cc2-f1fd5918c462,2024-03-09,Bisturí Desechable
321bc0ab-eb8c-4c9c-a354-104d0b9c7ee9,paul61@gmail.com,c9821eae-349b-4b80-97b6-7f3de1590710,2023-01-31,Estetoscopio
c7c96a5a-e191-448e-8e38-05b182b2951d,carl82@herrera-villegas.org,09667d10-ab7a-4ec2-8d68-45a300c8a3b1,2024-07-23,Jeringa Desechable
39db7f39-7e72-4137-9ee9-42bd3fefc26a,yspencer@ortiz.info,459c785d-ab7d-4b04-a174-b5d24a549789,2022-10-19,Parche Antiinflamatorio
49a5848e-c38f-4f77-8c48-ecaa7d8e7476,kevinwhite@johns-lopez.org,0382978b-a8e0-41bc-a679-a09d82e934e3,2023-02-08,Tiritas
8b4f4a94-b7ac-4b29-9475-0ddc29d823af,tamara74@hotmail.com,dbdbba2f-b49b-40e0-8268-884b704ca56f,2024-05-18,Monitor de Presión Arterial
731a9986-63f5-46ea-bb5f-8ed6f6570077,xcallahan@yahoo.com,4daa895a-0849-4b7d-924a-52db1ad03cf2,2024-05-18,Alcohol en Gel
027db2a8-91b5-4659-b67c-b229aa5d5c67,pjohnson@hotmail.com,32b91cc8-f3db-4411-8e0e-f329e933866a,2022-08-16,Jeringa Desechable
6d075520-4f74-4650-bcd3-58a1257bbe33,fzamora@hotmail.com,e3eead3c-d152-42f6-8edf-3663c8f11ac9,2023-09-11,Parche Antiinflamatorio
fad0168f-8e30-468a-b9ce-01d0a6ddc845,rachelosborne@hotmail.com,b0f9605b-6627-49e1-be7b-b2cba358a6c4,2023-12-04,Jeringa Desechable
8b13f5a5-2bc7-4a97-85d0-e4db7bd9314d,oquinn@hays-martinez.org,a70f3502-a1bf-4beb-81a9-1302c36f02f0,2023-06-24,Guantes de Latex
973b10a1-483c-45e4-96dd-dab45e41b39a,timothywade@potter.net,6ffb0e1d-edea-4502-9a4e-f46b0741b83a,2024-06-19,Tiritas
9340ac6a-64be-4d57-9694-1b20dd19be41,aprillee@hotmail.com,347e1cc9-c129-43ee-9261-9def30cc7c38,2023-08-23,Jeringa Desechable
46ec281e-c3aa-45a4-8291-c6dafe8d0428,douglasdawn@walker-martin.biz,61ab0459-489d-494f-b12e-179348504c75,2023-05-05,Venda Elástica
11c3c0be-8085-4edb-8f2c-6fafc9c1e248,johnray@richards.com,92dd92e5-dd10-4f31-b90c-d8d4cae59456,2022-11-11,Monitor de Presión Arterial
fb28bc20-9712-4651-a0b0-e0583562c363,daniel13@yahoo.com,b48acc8c-cbac-4555-a0ad-bcb9d8910fc2,2024-02-27,Estetoscopio
3efeb15f-cb00-4ec0-91eb-87785a7124b3,garybryan@hotmail.com,b40f3a1a-4663-46c3-b4b5-52ce1ae95a3d,2024-06-18,Jeringa Desechable
be75626d-ca4a-4fab-9b02-3ef40c72b8c0,michelle45@davis.com,93052405-2578-4693-91cd-a30f7c88aabf,2022-10-21,Guantes de Latex
f7ee932e-3d84-424c-82f8-23b8484fb374,yellis@gmail.com,4b313f14-38ed-4073-bff6-fe1a8c0fd3ba,2024-01-12,Mascarilla Quirúrgica
1d8e3559-f96a-46e2-8257-976a4fdaee8d,xkeller@hunt-davis.com,12148418-56c8-4031-b581-ce3412610501,2023-02-10,Alcohol en Gel
1a27c149-5be5-438c-8007-36be5b1ae514,diazbrianna@gmail.com,b8033f42-e92b-4f7f-9b48-3778fa36155e,2023-08-03,Termómetro Digital
79dc0fb7-7f98-44e6-905f-3fda30f2815e,angelahensley@gmail.com,f6bcc059-dc25-42df-8b40-3b3d3fa65b87,2024-01-18,Parche Antiinflamatorio
9241f391-51c5-4732-9da2-775fc401c79d,vgonzalez@gmail.com,13a7d3bf-15db-4720-9609-d079776f2c3f,2024-01-24,Estetoscopio
7e4283af-3b44-4e1c-b355-5dfacd5413ac,shelley94@taylor.net,b4822c16-5c5e-43e5-9b85-2e2ff5198c41,2024-06-27,Guantes de Latex
cbd6ba8e-ec8c-47f8-acb1-d7f3cd85699d,gmiller@gmail.com,fa528b8f-29b4-4fa9-a567-35065ee016ef,2023-08-24,Termómetro Digital
3e9da8cc-f86e-42b9-b806-ce85e2ee9041,julie04@parker.com,774fecf5-85c1-46bf-8fc3-03a6911422a7,2023-02-25,Mascarilla Quirúrgica
b4eafd47-f96b-4805-9178-3c217c173e06,mcdowellmackenzie@yahoo.com,9fcac386-ff19-43cc-a44b-f32511615615,2023-11-29,Tiritas
14526b4d-7464-4a04-87c3-767bfbe29d46,jennagreen@cervantes-mason.com,fe3992d4-6fec-4485-a3fc-af3e57340263,2023-09-30,Parche Antiinflamatorio
5b923520-3399-4fb3-b708-97fdea5e2946,gabrielreynolds@gmail.com,a4fb6c68-99ca-474d-a8c1-9a23e747c651,2024-02-15,Tiritas
b07ebe3b-a5f8-4b1f-ae66-fd630c37ab1d,xjones@yahoo.com,257fdd19-9431-400e-8ab2-5cd361376a11,2022-09-05,Bisturí Desechable
23a056e0-b8ee-43d4-8f56-9c6882a5700f,swalter@davis-short.com,58159b9b-fa5d-4668-8999-3dfa14125e37,2023-06-27,Mascarilla Quirúrgica
d773bf06-e08b-422f-9701-ef256e78b8d5,kmoore@hall.com,99f3f674-9be2-4b8f-a832-fc97f3ee91ac,2023-12-29,Cinta Quirúrgica
f63bb529-b122-421a-9236-a4684c2eade8,fgross@hotmail.com,c11ee739-0c54-45f0-a345-da8f6880ac6b,2023-09-06,Tiritas
96039d68-7f30-4b86-8a79-81e3aef817ff,mchapman@nixon.com,7a68cbca-0e0f-476e-b99c-74c63bcb49e8,2024-06-03,Mascarilla Quirúrgica
b7269324-4ab9-4f09-b177-4cd0fcb904ec,alexanderbrown@perez.com,ba781ce9-cfec-4985-ba33-6e3fc14b4bd2,2023-06-15,Termómetro Digital
4299e7cb-0179-4322-942b-f13400f33527,bryantnancy@yahoo.com,dc4ca4a7-663a-4aa4-b5a4-fd8eff9b5bad,2023-04-12,Guantes de Latex
1324c180-0418-43cc-904c-9a9b5898809d,ihunt@myers-thomas.com,dbf255cd-aa67-4ea6-a929-1d1c41d74e8a,2022-10-18,Termómetro Digital
63ac5a55-3ecb-411a-a011-1b7689b60f2f,roy07@fry.com,6110602d-a6d6-49ff-a4a8-317581278df3,2024-01-17,Monitor de Presión Arterial
46cc06b1-569d-4899-ac16-9c0cb79b9b37,jmitchell@kim.com,946ed640-6b10-4b88-9f7a-6cd919c9705d,2022-10-19,Estetoscopio
7be3e977-98aa-4494-924a-7a21c9d370dd,jonesgeoffrey@smith.com,40200bca-a5be-40ee-9ece-88a77c047dc0,2022-09-15,Venda Elástica
66e7677a-a914-4de3-b7e9-d01b88b1b7d4,joel41@yahoo.com,c40e145a-4c2f-48da-ac52-d8d2ab94f0cb,2022-11-07,Tiritas
931595e9-1b43-4cf4-b299-c8556823504c,jonesnatasha@gmail.com,3f906230-b9b8-4e03-b453-8d53eddad8dc,2023-01-31,Alcohol en Gel
f07c1dee-a654-4cda-81ea-5fecf6902ad6,owright@yahoo.com,bc6df5b8-159d-418d-b922-5c1431557d4a,2024-01-01,Termómetro Digital
8d4a7367-caaa-4037-bef7-b5ef4f9baea2,vgray@oliver-hobbs.com,3301da21-d8cb-43b6-b049-593bd223148c,2023-01-04,Cinta Quirúrgica
ddab7fc0-bfcc-4e41-b5af-db4798600ee2,eric34@dean-hogan.com,7c35fe83-ca51-4925-bccd-cd61b3a6ca93,2022-11-26,Mascarilla Quirúrgica
07263f2c-d04a-41b9-83e3-dd67205ef444,denisecastillo@yahoo.com,d3c5a17c-e50c-4bd6-903d-f2da7bc3495d,2023-05-26,Termómetro Digital
9aa2ea8e-3b7e-4330-9d43-20f4de2f07cd,hoodnicole@gmail.com,54d06278-9a38-49bf-971a-204acee5da12,2023-02-14,Tiritas
690a80ed-dfde-4ea5-9102-97884337d469,patrickcraig@vasquez-green.com,2f0f12ed-f951-4063-b24f-3d7bba77ac99,2023-11-04,Venda Elástica
305ee34a-9b33-4989-ad4e-5f15cbfb67e9,mchambers@gmail.com,dff5784f-54e5-457e-aaf9-2042de8cb150,2022-10-09,Termómetro Digital
428c4584-9d00-4b2d-9e23-5a9807348135,rebecca11@kim-sherman.com,6122fbba-f5b2-457b-aa75-d976f5230969,2024-05-31,Venda Elástica
c02bb23d-41ca-4674-88f8-90dd48e079a3,longstacy@hotmail.com,2a0195e9-e002-4caf-a60a-c22daf04bebe,2022-10-14,Monitor de Presión Arterial
65dfaa04-b606-4ec6-ba34-47786557b918,meganmitchell@schneider-ritter.net,45ae2253-d3b4-4ed6-9c42-8b38b75496e9,2023-06-04,Guantes de Latex
b068eaed-27c1-40e9-8a32-6a86aaf715b3,adelgado@hotmail.com,a42e4ea4-9797-4991-baa7-6ce245810d8e,2024-04-17,Alcohol en Gel
8695bcf2-e2f4-441c-8053-3406e6b32155,dbennett@lewis-williams.com,863599c6-539e-4436-a79b-7f99199b6393,2023-12-03,Alcohol en Gel
43f84705-a8ef-46f4-8f84-ff4666437a70,stevenmaynard@dickson.com,67a22c42-70a6-4af7-8788-c83aea99acf1,2023-12-24,Parche Antiinflamatorio
68dd5b02-7267-4ae2-9eef-53e083f0c907,clayton90@gmail.com,449d5a6e-53b5-4047-be86-0067595d63c7,2023-12-06,Estetoscopio
146309c2-c591-40a6-877a-0bf4909d20e2,khughes@hotmail.com,4e230ab6-63a1-4807-ab70-ae33187d58c3,2024-06-20,Venda Elástica
f478e1d9-041c-423f-a07c-f98b36964d2e,kevin05@coleman-wilson.info,7a7ff61c-88d4-4055-a2a6-f6708048a7cf,2023-02-09,Estetoscopio
146be4e5-46c1-4333-b47b-96d467851875,wendypollard@gmail.com,2922b93f-b772-4744-817e-24ff223a7fb4,2023-11-14,Tiritas
0a72e7b7-f4ae-4dd0-9d14-f086be6e781b,millscaleb@hotmail.com,fe488831-488e-45d0-809d-7ab144f8b87b,2022-09-30,Estetoscopio
69e9aaf2-5c4a-45f7-94c0-595a92337786,tschwartz@hart.com,af5a5ba7-ec51-4780-964e-0cc21fd17141,2023-03-11,Jeringa Desechable
15c5faad-3945-4e5c-b2fe-737a986906fb,xjohnson@ramos-hernandez.biz,788cc431-2fb1-4663-bf33-e045378aafc6,2023-11-21,Parche Antiinflamatorio
e2bbc747-8f1c-404b-9980-b6be7a3624eb,gomezsara@ruiz.com,2ee337ae-63a6-4b0a-a235-1ff506b463ba,2023-10-10,Guantes de Latex
f97f28e3-5bc4-4ceb-b125-811ade68342b,richardsondavid@torres.com,090baacd-4a6e-4be3-90b9-f728eeecd2a6,2023-01-22,Termómetro Digital
791b9532-2cbd-4bd9-b5b9-2767d3eb9625,samantha09@reese-johnson.com,d251d463-aade-4cb4-b0dc-9ecaa5fa0672,2023-07-15,Venda Elástica
1e87258f-e56a-4e7d-a1eb-65c3d46cc2aa,jonathansanders@yahoo.com,b829faaa-9845-4fdb-8268-71a89fc0e530,2022-07-31,Parche Antiinflamatorio
fae5a990-fdec-4dfc-bab5-04bac5c8a8c7,shawnathaniel@henderson-bryant.org,a3ddb39f-dd68-45ea-b8f7-e545519074ef,2024-03-15,Mascarilla Quirúrgica
b82354c4-e693-466e-93c5-5f200075bfdd,torresvalerie@clark.biz,a10f6c55-4f4b-4f30-a395-d645b15b077b,2023-01-13,Termómetro Digital
0a136859-2ad2-4101-95e0-6750683835d2,joshua35@yahoo.com,0003df82-4270-4312-862b-c2cc5edd39c5,2022-09-20,Termómetro Digital
388b1934-634d-4a36-aa73-0f8491634017,kevin64@nguyen.com,886244eb-7de2-4979-b32b-0c22a24ec801,2023-09-08,Bisturí Desechable
d0f7ec6a-2d1d-4774-9cc0-82e321d879d3,wrightmark@brown-porter.org,cfa6a153-0048-402c-b296-e86c2732664c,2023-12-21,Bisturí Desechable
2bd36dd9-7b07-4fc2-8c45-0179f871f85b,curtisteresa@hernandez-ramirez.com,ad3769ca-6f01-4f86-829b-c4eb28e7d9f4,2023-09-19,Parche Antiinflamatorio
146a347b-af6d-4fd0-8a32-09d6e8cd44f6,tara50@gmail.com,8dcb78c6-8159-4765-ad93-08e10d67ad79,2024-01-22,Estetoscopio
dc229303-ac75-4102-9ab2-14327198f06f,hernandezaudrey@gmail.com,594b2b70-964a-42cc-b579-e5d0e677101e,2023-11-22,Tiritas
7ed2d1a6-5ca2-40b4-9ac5-7a9a361eb681,danielchurch@carr-bruce.com,9a7685d5-f245-4703-b11b-698bb7ffefc5,2023-05-19,Estetoscopio
82f7d535-a2c0-4726-8e7f-cfe8aad8b702,johnhart@hotmail.com,2b110217-22d9-4868-8dfb-f0c38de110a5,2023-09-01,Jeringa Desechable
e669820b-bc74-41ad-8720-ae3107414080,sarah88@hotmail.com,ccc51692-f042-4399-ac32-6d21483bad6f,2023-02-15,Monitor de Presión Arterial
6b9e95bf-fdff-4017-baff-2fd3d40d3bef,megan11@hotmail.com,d25e2740-40bb-44dc-9bfe-d3d02a4cf3d7,2023-03-26,Mascarilla Quirúrgica
14eaed74-3ebd-40ee-b355-e984774c67ec,erikathompson@hotmail.com,9e368b44-0326-4558-a9c1-04fe93b61564,2023-06-23,Tiritas
7ebcd437-23c6-4b1d-a46f-c52a14117082,carlsonjason@hotmail.com,76227952-a120-46ec-99ec-80fdab006359,2023-07-21,Guantes de Latex
fccc56df-a8da-44c2-92af-86ee37d76d6e,dennismeyers@kramer-hayes.com,2167fb92-6544-4fc0-900e-3113d1df1afd,2024-06-02,Jeringa Desechable
3f3d38f1-43ac-408e-8948-803fb9ee7cbe,bhunt@gmail.com,f4c720ff-def2-49aa-b97a-f3dfc9516118,2024-05-22,Estetoscopio
04069fcc-090a-41b1-9488-0f5e8294b1a2,angela76@gmail.com,21326f77-2d01-467e-bba9-d5daa12e1bbc,2023-11-02,Jeringa Desechable
53ee2bee-753f-4c41-b01d-fccb2bcb649d,harnold@smith-castro.net,b3ee4c70-290d-4d3a-b2ed-8dd28dccf655,2022-11-29,Mascarilla Quirúrgica
f08acd3c-03da-49a9-9b15-b1d5e4b8f626,cjackson@gmail.com,f15b37b1-6929-4d1c-9e83-505717fe9bc7,2023-03-03,Alcohol en Gel
510d5c1d-7dce-4d21-a008-d216c4b3f614,melinda51@gmail.com,0c54f300-7eb4-4c21-a192-835333a6eadc,2022-11-30,Termómetro Digital
a008ab71-629e-4204-869b-47eca912f00d,gina16@thompson-fowler.com,768ca424-772b-40a5-a456-158f7935a25e,2023-12-25,Monitor de Presión Arterial
fb60e870-8d5e-4bba-90ac-f408fae23aab,smithanthony@brown.com,3665b551-3ff6-4fb6-bdfa-4622ab121b04,2024-04-27,Venda Elástica
c069a15e-f4d8-4ff0-9257-60545fcbbffa,jessica00@gonzalez.com,daa9c97c-a5de-4ff0-a460-ba20c2e0f860,2022-12-01,Estetoscopio
666ad38b-be45-4d4a-8919-2610df58f58b,samanthapayne@barnett.com,dd49f423-e232-498f-9c1e-52de2372943c,2024-07-13,Monitor de Presión Arterial
c47ac367-ef4b-4524-9aeb-e40684fc19ba,susansuarez@riddle.biz,55920751-1578-4e5a-834d-df509e5d4c3f,2024-06-21,Bisturí Desechable
d5ee002b-0631-45c5-a99c-ce04a82586ea,tnorris@walsh.net,1b35eae9-a9cc-4a52-ba96-ec45b71f325e,2023-11-18,Cinta Quirúrgica
4ff1d94d-5982-4d7f-8661-69003fabc6b1,fwhite@knight.biz,b6d01e80-959f-4b70-a032-fff67ce09216,2024-06-14,Jeringa Desechable
869e5890-4b8c-45eb-aa04-69dc99f86e07,mroth@yahoo.com,b7372612-71bf-4877-a7f1-d730c551e3f5,2023-12-16,Monitor de Presión Arterial
4fe9a3a6-4a7e-41bc-83da-ed89f3c976ec,nicole68@hughes.com,b77ea00f-a3dd-414e-ae0d-a9948368e5e0,2022-11-13,Parche Antiinflamatorio
979ba00f-efc7-44a6-b04b-d1bdc451a121,amandaavila@nelson.biz,624bd39c-1608-44ce-84ce-7d94a4016682,2024-03-10,Bisturí Desechable
749f2aba-3c9c-4d63-a06c-e5ace4ac2682,michaelcarey@yahoo.com,ae41c003-82dc-4b61-a421-fc26fd0108d9,2023-08-17,Alcohol en Gel
e26cd9de-e975-4f04-8048-161257199d5d,martinezcheryl@hotmail.com,c1941cd6-fa59-4c3d-b941-58cb5e5ab067,2023-07-10,Guantes de Latex
7b03d19b-bb1f-4bbc-9e93-2fb6ffcd1152,courtneyfloyd@yahoo.com,8c2c7207-4251-4351-aa03-0b189619ef6e,2023-01-12,Mascarilla Quirúrgica
9ff0ed5f-cc42-4ba9-bc65-039b7a7e6fe6,jonescrystal@hotmail.com,4f13ca6f-7a1d-4fd7-ab32-1ffa6127703f,2023-08-03,Bisturí Desechable
b8b8cdfe-926a-4e12-9c66-6dfae813e7c6,stephanie14@gmail.com,82cc5550-3255-40f1-955f-0c1f1b1800d7,2022-07-25,Parche Antiinflamatorio
783ca52d-8be2-44d2-bedc-a5b1fb3c82fd,megan19@poole-burgess.com,9b73f549-dff4-494e-aed7-b84dac1556f2,2023-03-22,Venda Elástica
8e233bb1-82cc-45ad-97cf-3596592540d1,dawn18@gmail.com,a2c60dd7-dd99-4523-a39b-912c78dab887,2024-01-19,Jeringa Desechable
e4420d07-389c-4deb-99da-47d86dad8ff1,wudavid@delacruz.biz,75550ff8-9b1c-40a5-95bd-901c193ba0ee,2024-07-02,Cinta Quirúrgica
aa7b5628-6fb8-4205-a062-80f581035976,conleyjill@gonzales-simon.biz,e5b1f98b-415a-4809-a4af-4e21f7c17a9a,2022-10-26,Alcohol en Gel
64e7ba6f-d6f0-456d-82c0-2e5beb4c2240,harristammy@gmail.com,632183fe-2fc0-4877-a872-c060f939ee0f,2024-05-26,Alcohol en Gel
31e8472f-e3f9-49a9-bd08-c25973ed8f76,browncarrie@garner.com,0a512543-4bde-49b7-8fb4-af0bc483b137,2023-03-30,Venda Elástica
a7080fd3-5746-4b43-997b-19cb76910ed9,anne88@gmail.com,53260b8b-8efa-41af-9dce-429289df0fc7,2024-05-22,Parche Antiinflamatorio
bb3adb2c-1161-4779-967c-9b4609895279,youngkaren@yahoo.com,6d1095ad-c4dd-4c50-8a9e-d7a3a15ab154,2024-03-10,Cinta Quirúrgica
121f76f0-028d-4f95-9e23-1fa8f4792bb5,melanie92@hays.biz,bc11e084-be40-4272-96e6-12bd8afb51fd,2024-05-20,Bisturí Desechable
ad6d7d17-6781-4e96-bf9e-9ad5c27be9b6,figueroalucas@townsend-hamilton.org,b22ac6e6-1ba1-4e58-8d16-d375a20841c1,2024-06-18,Jeringa Desechable
e316ddee-843a-41bc-8f3f-e31de7589e16,martincynthia@shaw.info,87518cd4-cc1d-4937-8a18-a24986988323,2023-08-08,Estetoscopio
3459319d-bf03-4242-b10d-a824b2955f83,amiller@hotmail.com,08e7edec-2176-495d-b8e6-5f61fef984ab,2023-01-25,Jeringa Desechable
5e8f6fda-463f-4904-8427-8841b1751c0d,creyes@jones.com,359b4daf-9de4-4b6d-b1ab-c815fcc503cb,2023-04-17,Mascarilla Quirúrgica
2fd0f2a7-3070-4aa8-97e0-e52b84893045,stephanie39@myers.com,6703e521-958b-4e3d-b5cb-0a1ba1980cac,2024-01-20,Termómetro Digital
144789c1-dde4-46ee-8f8e-dce4ecde52f9,mariavaughan@yahoo.com,84aa7e77-623f-480f-844a-6c146ce79903,2023-07-17,Termómetro Digital
8e9642f3-f905-42c4-9dbb-3505e695ccf7,david39@hotmail.com,4db0f81e-e769-4e23-897d-26ca18456a73,2023-05-29,Monitor de Presión Arterial
dee24669-4d2f-4fcc-a18a-0d87bf52965c,hcaldwell@adams.com,708f89fb-6eb5-44cb-aba8-142661c87b53,2022-07-28,Cinta Quirúrgica
af153d9c-9c95-48ab-8ad1-8da131b58ac7,john61@parsons-jenkins.info,bf7df78d-a6d5-463c-98fc-4dc55cd0c280,2023-12-26,Alcohol en Gel
29a8c056-06c2-4c70-928b-6115fc50fb76,ywallace@chavez.com,67618ad2-2324-4d08-8d99-3596f32750f8,2022-09-14,Bisturí Desechable
15ba5007-4231-45c2-86f3-b966e0dc05dd,connie24@saunders.com,2b768e63-75d8-450b-b39f-1dd07afab0e5,2023-01-08,Tiritas
2dbaf167-bf68-4c29-ae48-935c4bb33b78,hrobertson@copeland.net,7b46de02-eaea-41b3-8d38-5bebbd7ec8cf,2024-05-13,Mascarilla Quirúrgica
6a4c3055-d9bd-4430-9da9-1691cdbd294e,staceycarter@gmail.com,1550b3c4-04c7-43a0-bb06-1b7dfa40c315,2024-05-15,Bisturí Desechable
17325513-14b1-43c4-a724-e76865775ba1,kevinpalmer@gmail.com,11576e20-c661-4ee0-9c44-258e5ae933ce,2022-10-28,Estetoscopio
b0e69235-38e8-438a-9d73-2d2f8d618342,ftaylor@bell.org,95211089-9a23-46e0-800f-acf56cd6b2ce,2023-02-08,Venda Elástica
1a86dcfa-7d2e-4cff-bef9-43992c6ce105,zguerrero@gmail.com,1b4c6df1-c48b-4cd5-8a69-328c8e112d01,2023-08-09,Alcohol en Gel
b3928325-4926-471f-9bf7-6e163c97df31,casey67@hotmail.com,d029ca22-4c41-45e5-a736-3c497e8c6415,2024-05-11,Venda Elástica
91c12f8a-589b-42cf-884d-0d36032d684b,katrinamartinez@yahoo.com,d8518fb3-bc1c-4192-8ea5-ee0284cd836c,2023-10-19,Monitor de Presión Arterial
b1dd024f-ac8d-4fda-9500-c3482fc93b46,heatherfreeman@yahoo.com,cbb74d31-5b69-4a69-aa37-b18f41cd14f6,2023-08-01,Parche Antiinflamatorio
1c95b2e4-d485-4677-bea7-7edf7b885acf,jessica72@moore.net,04d4c4fa-c974-41fd-ad57-9686e848fcb0,2023-11-23,Mascarilla Quirúrgica
e344837f-390e-4636-9e5c-3c712fbac93f,lucaselizabeth@yahoo.com,e4f71407-0f6b-49c9-a68f-7ffea20ed010,2024-03-23,Cinta Quirúrgica
f63aa950-c009-4fcb-b0c8-43a9f7069d97,reneesmith@gmail.com,e48bc061-8360-4ba4-bb34-14127e0ff231,2023-12-25,Jeringa Desechable
4976d70b-3db0-4965-b921-71594b36abbc,russellrichard@jensen.com,6fc44bfd-f2a3-4879-9673-cea13df2edf2,2024-04-19,Termómetro Digital
3c18993e-5e9f-485c-8c5e-dbc108cbaf26,nealchristopher@yahoo.com,8ff09fac-3a2f-47f7-baa8-8b4251ed019f,2022-08-19,Alcohol en Gel
a5b0540a-a528-4ee0-b35e-431319bb9667,karikramer@underwood-giles.org,d6b21d34-f5d7-4f0b-8ce4-a8e01f460c95,2023-09-17,Monitor de Presión Arterial
5483a915-3342-42f9-9133-731fec5745bb,stacey03@acosta.biz,22983147-5ce6-48b9-b3a1-36cb5145f4c7,2024-03-16,Alcohol en Gel
