user_id,correo,product_id,product_name,purchase_date
5bb6d581-a9db-44b3-a95e-d77f5230850a,ruizcruz@yahoo.com,26649c37-addc-425d-81ba-379e05dd7df4,Termómetro,2023-10-15
bc028889-421b-41b2-aa12-cb95565f1931,rosendocatala@hotmail.com,82d98809-8739-458e-88a5-97524f983fe3,Gorro quirúrgico,2023-06-21
ead8bada-4521-4bc3-bda6-9e6edc9500d0,felixvillar@gras.es,f6bc1507-7c5c-48af-a522-644a70433898,Cinta adhesiva,2022-07-14
33bf107c-f494-4e84-ab10-da0b5a96f7be,gtur@hotmail.com,8a4635c2-dead-4f7f-bb28-59c000dfe011,Pulsioxímetro,2020-05-08
4268a45c-a627-4c06-a225-99319e3f9249,macario68@yahoo.com,f5699af5-1744-4fe6-8532-152d11af90f4,Gorro quirúrgico,2020-03-02
42f07e0d-8efe-4145-8760-d76febc6069a,malfonso@hotmail.com,d8d1700a-e239-4089-99a6-fcb20d9a3640,Desinfectante,2020-09-01
6e679d6b-c2c9-49de-b414-bcfa473965d5,flavia83@ricart.net,c329a9eb-4511-430c-81c7-ac1614314625,Esfigmomanómetro,2020-09-14
24e5efe1-11bc-4611-96ac-fae012e5655c,pizarrograciana@hotmail.com,207ff60e-5df5-402f-9b4a-87b16b7e21fa,Mascarilla,2023-03-17
07da597d-e9ba-4e94-bca4-ec4a4b2cad31,abolanos@canovas-palma.es,60401fa2-fc3d-444d-8ca2-b44103962c6a,Guantes,2022-01-03
c25fef3c-b3d7-4160-8a20-138f106eb1a2,pastor32@valencia.es,1e30ab89-1637-4e43-9ced-54807c63d08d,Cinta adhesiva,2021-07-26
70dfe7b0-056c-49b2-92de-1de8cd9cc997,leocadio02@benito-rio.net,14ca556a-a601-4e0b-adb7-ceb7b585c5cc,Guantes,2023-08-11
972b9b74-db50-4052-a768-9b0b054d9b27,rbarcelo@camino-roldan.org,624ac8b6-2302-4193-a8d5-3e4046f848e2,Pulsioxímetro,2020-07-25
cb868cef-2953-4837-89bb-544df611d95c,gonzalo12@gmail.com,832c40f7-2559-4e41-af0e-3992ce6772d5,Desinfectante,2020-04-07
61e6ea54-a222-4280-b3d9-e7e1ecc02c73,nogueradora@yahoo.com,01797baa-a652-4474-9e5e-8b5ae1fc2c9c,Esfigmomanómetro,2020-12-19
560a2ec2-00db-4dae-ace5-e995a02c858a,marcelo81@cepeda.com,a2c66010-2971-4d7a-b41c-b7193bc39675,Catéter,2021-03-27
7147793a-c179-495d-b2ca-8c88dff8d790,marcos33@rios-adadia.org,0f5b7a17-e839-4be3-bae0-4e314e63de2e,Mascarilla,2024-07-11
2ad2f50b-dd34-4c97-9902-e3a3228f2142,galangil@raya.es,4a47937f-7be0-4212-9af2-fa7332f49836,Tijeras,2023-06-15
1aa94770-c7e8-4493-ba1d-f529353443f1,umontana@hotmail.com,69427121-417f-4867-a4e7-6b2fca502b66,Tijeras,2023-09-24
7b3409d2-0827-4ad6-b115-6a9bf7ad8ec1,linaresberto@yahoo.com,cc16a14b-1cd3-450f-aaa9-dc9352d841c5,Compresa,2021-08-31
419fb943-38cf-467f-aad5-2569b389a09f,olmosabina@planas.es,ae74edeb-c926-45e0-ba76-c9b62c92c560,Tijeras,2023-07-18
9dc56c90-a5bf-46cc-b6ef-de8646449bde,nidia70@valles-canellas.org,438e194e-63b7-415c-802d-4dc7a0404fbf,Monitor de signos vitales,2022-07-02
0f4f1b7b-3a0c-4747-bf20-dab835e794a9,basiliodiez@llobet.org,4bfb2cae-34bd-4663-a07d-a42a4dba0a7d,Bata,2023-06-09
17111771-18b1-43bf-9282-af6489070f51,natanaeltoledo@morales.org,53bafc6f-32c3-4e81-bdb9-99f317180a2f,Jeringa,2021-04-04
fc472e0f-bb91-42c1-8c6b-46ac47f29939,teofilavilanova@hotmail.com,14181851-2389-4957-b947-a823c918b84f,Pinzas,2023-06-12
4bbde4d4-0d21-45f6-9751-a447ef2a37be,csegura@riba-borrego.com,4eb5f5f4-f79b-44d0-9317-1ac61640094b,Bata,2021-10-17
0aee9e0e-5b0c-4c1b-9605-f028c6dce704,graudafne@hotmail.com,701c20da-e73b-4a72-b299-fd94341dded4,Catéter,2021-02-14
2e799109-3559-45eb-a33b-aa9d4798f310,mduarte@avila-arjona.com,6294f00e-d5cf-4d27-8f0f-afdafc2090ab,Gorro quirúrgico,2020-02-23
c9722be5-c657-4f4f-8b0e-9ffdf6d5a907,leonellorenzo@real-fiol.com,72d4e4d2-9eca-4b66-b081-d0451f282148,Estetoscopio,2020-09-16
34e18c1c-0228-484e-b6f8-172afa63781b,isaias88@aleman.com,85167c1d-b466-4bb0-ac2b-4053a75ec1b2,Pinzas,2024-07-11
a82b5ea2-5877-4a6d-8c86-680de9308cdd,emilianabello@yahoo.com,b49d0205-90f8-4439-9a2e-d2e6ac2e4986,Sonda,2024-02-13
b3c197de-c2e9-40d0-be48-78603e1c2637,psierra@hotmail.com,f34caa97-9af3-4427-a9be-b949dbaa605e,Catéter,2020-11-30
e5efa9e3-e0be-4500-ac5a-c2874127cb0e,barberoteodoro@recio.com,e96bfa16-c8c6-49b8-9273-1ab87d8d02d6,Mascarilla,2022-09-28
95239f29-11bd-4568-82f5-608792bc8470,ygalan@botella-calzada.org,aa478e6d-7f01-430f-aed3-64b27f54f8db,Sonda,2023-06-20
4b0884fb-92be-4b95-9f3b-a9d14d5f78b5,graciano02@gilabert-perera.com,ddaedc42-ff1b-48ac-bf16-e250384be35c,Venda,2021-03-21
1a76c69c-b434-408d-8407-f48e7d9b6937,gprado@yahoo.com,0d8fada3-e892-4f20-a403-18b59f92fda6,Catéter,2022-07-23
98eab8a5-12c7-4c26-a093-40875ea5051e,jenaro26@duque.com,e26d4e4a-f2b9-4313-84a1-9fcebde8f6e0,Compresa,2023-02-09
5222a849-be52-4bb8-b711-ee739275b141,panaya@gmail.com,99e67eac-46db-4d11-9a0f-fd32ce376c41,Aguja hipodérmica,2023-03-02
6fe3c624-5787-4932-9471-816d56eb2abc,tcabezas@cabello.es,7e088c08-59f5-4d32-b227-ff1ea6829f34,Bata,2023-12-28
c7ec73cb-dc94-4517-ab64-37f2367359b8,reynazaragoza@rio.es,f5dac868-2e29-440b-bf00-9146a35d9af4,Aguja hipodérmica,2021-02-16
a8a8e344-7c1a-4b98-bd8b-82b635ee761f,tomasa80@yahoo.com,5885f08c-89bc-4b20-976e-5b8842e00fa0,Desinfectante,2021-05-25
0775c271-b056-45fe-9c20-e7ee0c1e4a25,ibellido@campoy-goicoechea.es,ec930d2d-13e6-435c-956d-dfde3220b75d,Mascarilla,2024-03-12
6702cdbf-97fc-4f77-8e92-9237198aa697,belen11@hotmail.com,431d345b-69a5-49b7-847f-cd4d5feea023,Gorro quirúrgico,2023-09-22
9a50c007-4778-46bd-856f-f3eaaed790af,ifalcon@yahoo.com,811a84de-c7f7-4b77-b9a7-fa7611850701,Catéter,2020-08-20
244a17ca-8750-4b2f-8671-f1c3980dc23d,javiera35@codina.net,7a3790a1-a473-4fc4-a6ff-00738b1cc090,Aguja hipodérmica,2024-04-15
5dfd31c2-655d-443d-9349-ac366779d56c,lujanadrian@gmail.com,4ac6cd2e-dfac-46bd-9d5f-46b6cf4e2bd2,Pinzas,2023-08-15
dcd10cee-b213-473c-b043-1b1035b86cd5,jzurita@arribas.net,75a424c5-82ec-43fd-b2fc-68c317cfc527,Gorro quirúrgico,2020-07-18
71419c70-7bf8-440c-bf75-3797fa43f1d9,quintanillamaximino@hotmail.com,e7284c67-357f-474b-acf6-94b13b2666d5,Monitor de signos vitales,2023-04-27
914b3f5c-9d3c-4d36-95e5-bd2c9106b12e,xmate@baquero-iglesia.com,67c88928-8a3c-417e-8b35-32f6ab9e5a48,Termómetro,2022-07-10
18ff8ef2-95aa-4797-92d2-ebf4533536bd,gabrielmartin@gmail.com,d8418cbf-310a-4d2c-b011-2ebbd0b25bef,Gorro quirúrgico,2020-10-23
ecc6ff59-2c2e-46d9-990c-35e229aeed3f,victorinoricart@aguilera.com,6021f1aa-0a4f-42ea-b653-fdf776675c34,Guantes,2021-06-14
bfa471ad-08fd-480a-99b7-9854e0de6304,romanfigueras@tejedor-ferrandiz.net,473e4251-1ffb-4d23-ad77-cb6835542fcf,Mascarilla,2020-07-23
a75763e5-b19a-493c-b527-fa53aad80788,maria-jesusbarba@yahoo.com,96bb0852-67e6-4983-879d-8ce59ef14573,Mascarilla,2022-05-05
1ed7b436-ca87-451d-9d0e-a28381b47df6,carmela97@yahoo.com,49423b5a-d313-4b9d-8eb8-78558b132f98,Esfigmomanómetro,2022-03-01
c419f1f9-75b8-4ce1-8974-08d0d4063052,vbenitez@hotmail.com,efe9eb21-cb8e-4b43-9484-6b75a2610ccc,Bata,2020-10-27
e8e0e43d-96a4-4872-a5cd-eb00f834748a,castellsnico@yahoo.com,90de58d5-b3b4-48c9-b20e-a57cc607b7f8,Cinta adhesiva,2020-08-02
1c73b037-0b18-41a5-becc-9cdb32b782b6,lourdes62@yahoo.com,792805c1-11c5-4138-a1ef-f7b48240cc40,Guantes,2024-05-09
21108e5c-e1f6-48ed-8a0a-d4a773dbd7fc,yustemariano@hotmail.com,95c7fc39-3050-4447-94fb-3fe04a21e6ea,Sonda,2021-04-14
241e756b-bb9e-463a-b0c9-c10d94f62b10,piedadrovira@hotmail.com,9700d5b9-40aa-4274-972d-2151a688e004,Bata,2020-05-08
4f45e675-6478-410f-8a32-118c74ac8359,dalila41@santamaria.com,4a504f2b-77ef-4aa8-a8d8-a84b25729048,Estetoscopio,2022-09-28
f59510d0-3819-4fa4-b32d-b2bb05de5852,gabrielroma@muniz-alarcon.com,9c15f2f0-468a-4748-85b2-c9216c470886,Venda,2021-04-03
c3f8c217-0561-4a67-90bb-5e45688a4f0f,sofia60@yahoo.com,10a8e044-d5cb-48fc-8338-86ea4f8f8285,Pulsioxímetro,2020-07-14
aad053d8-6808-48ed-a12f-23adaff9f526,esteban71@hotmail.com,2337f9aa-7073-44e2-ab78-cc1c1dfaeec3,Termómetro,2023-10-22
7ff28a7e-fd28-4174-b091-c04d36a40862,epinedo@mendizabal.es,d06ad26e-97b5-4a0a-82ec-46524cbc2299,Pulsioxímetro,2022-09-08
7fd61245-4842-435e-9158-c84a2bffb043,jreal@mariscal.com,82eb43b4-732c-43eb-8c59-6dd0e1d0783f,Sonda,2021-09-02
83e2e325-99d9-4f92-ba4e-23427f4df782,oarino@tellez.es,86582b59-4dea-47f2-b049-363571da8314,Compresa,2024-02-12
6f8440cf-5352-4049-82d6-f8af025d7a0f,andresramiro@lobo.es,d41b6993-85cb-45d9-8e8c-12397b0974e9,Catéter,2021-11-16
70f8d39d-28e9-416f-a190-95bc5c3a239a,llabressonia@alegria.es,1c23e4b4-b300-440c-a114-fa92688155a9,Desinfectante,2023-06-14
4088d632-329d-4261-ae91-d7f00cf2b02e,renato99@casals.org,8ca1ea58-a887-425c-99d6-64dd0d97468d,Compresa,2022-11-05
924ebc2d-4b85-4011-bcd7-6fc1557d1e0b,vicentegomez@cabello.com,43d01f1d-5952-4294-a3ac-cd42b53c9e5d,Compresa,2020-01-13
6db26151-d280-4a13-a9c5-c53e68cdec26,nayara04@cuellar.es,646c61ec-6456-4188-8944-d53eb771d2dc,Lámpara de exploración,2024-02-01
412b13b7-b748-4f0a-97ef-7983bd09a266,amor05@cal.es,8960bfa2-f0ce-4fc6-9230-5f1179faba3e,Cinta adhesiva,2023-03-23
cc7f36b8-fd7e-40b2-88bb-3f5aa758c8ed,eligia99@gmail.com,887de8e6-834f-40e0-96f5-ff3e90997bd8,Compresa,2022-01-21
9eae4839-ecdc-4fd3-9ad8-e91df1e14c80,gracielaabella@hotmail.com,612a1b57-0308-4d5c-99b7-a60a7b4ec6cc,Esfigmomanómetro,2024-06-01
464c35b9-c2fd-474c-9293-3d80e55c0a54,vargasamaro@gmail.com,48cd260d-2b07-4dcb-9fbc-58ce8f295fec,Bata,2020-08-20
dd39b59a-113a-4aa2-9883-1201aefcc89a,edgar78@quintero.es,46a9cce8-241e-4546-a374-847f3ab9e6ce,Estetoscopio,2021-07-30
dba7f332-71e3-4f72-8719-d0d453b94a19,ecanovas@yahoo.com,31e3ee58-493d-49e5-8eda-3372ed3d311e,Mascarilla,2020-03-26
40ee7942-e12c-418c-9cf7-5cb932f1876b,dbermudez@yahoo.com,264b96f4-dded-4ba0-9ff6-cc8a1948ef67,Termómetro,2020-09-13
b11cd6af-9e4f-4d30-b7e7-8e6d7b1a1324,renatasabater@aramburu.com,ddb1bf75-e585-4013-bae1-6ade67d3681e,Compresa,2023-09-04
e1c4200f-4ca6-42d3-a31a-c248d065b005,donato56@yahoo.com,cfa0d4e3-6b93-48e2-a63f-98720ba5b9e3,Venda,2020-11-14
aaa557f1-fa89-4664-8ea2-bd3e57d095b5,edelmiroelorza@alarcon-uribe.es,3edbfb5a-344b-42be-a92d-4a818ab7c707,Estetoscopio,2021-02-27
da36a06f-e6cd-4427-9cd5-dbd534f5eb7f,josefinaquintana@casanova.net,ae52a8e3-648e-4f08-93aa-ef6ba44c522c,Pinzas,2022-02-09
b1ecc911-d293-42fb-b5a2-91375bb59db5,blanchvilma@morillo.es,9c9cf1e7-4449-4369-bb33-48960f1d1936,Jeringa,2020-12-20
f5126be2-73f1-4d08-b84c-e8fbd82519e4,maximinogoicoechea@hotmail.com,256e245d-79cd-4b7c-ad72-4a74d41710a1,Pinzas,2020-06-03
faa223e6-b29a-41e2-bc9b-24a42ce15b2f,castrogisela@hotmail.com,0a67f47c-e660-434d-a554-12ced51f3212,Termómetro,2022-10-15
46b74c24-7690-43e4-96f2-5c2be23b7320,anunciacionescamilla@yahoo.com,1273c2c1-ea3e-4ce2-b4d6-f7d3762ab1ad,Jeringa,2022-12-15
d016c677-359d-41e7-a2a6-bcfe63196448,donosojimena@olivera-nicolas.net,ce535dad-f482-48c1-8f14-41aa0c23d435,Bata,2022-04-08
007acaa4-7f3d-4182-9748-0d32099e5c1d,flor59@gmail.com,c409dedd-8073-488a-bc88-39ca91946040,Monitor de signos vitales,2024-01-20
1891683b-eb3c-4e6d-8feb-3820f5a6b819,irmajover@gmail.com,d883c587-22d4-49c8-a7ee-100696f2315e,Esfigmomanómetro,2020-02-20
f0aa6d75-2f1f-45d8-9cc6-8dc6e24fe546,loida70@gmail.com,cf785b4e-4462-4b77-b4d3-ccf34cfd1924,Monitor de signos vitales,2023-02-23
f878f3ea-6a66-4f21-8d31-70a1cecbbcfe,roqueferrer@pol.org,d9915a58-ac59-4ec9-9b30-14c0ae03d9a1,Mascarilla,2020-11-05
4d73e3c3-2561-42fe-86cc-ad116472f27b,charocanizares@hotmail.com,c6167f6f-96e2-4881-857f-94bf92f21439,Pulsioxímetro,2023-11-15
887322ae-1a57-49db-b90e-2f8011d81f1b,oribas@hotmail.com,90dd971f-10d7-4675-bf20-803cbb938751,Gorro quirúrgico,2020-09-06
3c423699-d349-4bf3-bc9e-d4a6d2c04f4e,tmontenegro@ribes-requena.es,245deaa8-275a-4db9-ade4-28504a0f2139,Guantes,2023-06-05
80c56a5a-753f-41bc-866c-f07162d05cde,cibarra@gmail.com,3a8263f6-6730-411f-a9c1-57c85c70cd14,Esfigmomanómetro,2022-05-25
95e03a79-2175-41a6-956a-d2cbf528a4fa,millamarcio@yahoo.com,ebd53739-00af-4e25-b282-bf2520bfc93a,Termómetro,2024-03-02
0b3c64cb-cbfe-4a26-abd7-5978c88d0be4,prudenciaaragones@calvo.com,861f5f1e-3c73-481a-8f26-e1e4fdf67acb,Pulsioxímetro,2022-07-09
067f2ffe-28be-497e-9256-b4815b613d23,cornelio66@bartolome-alcolea.net,938c4e22-fe77-4d79-9076-17e76c423093,Catéter,2022-06-14
9c7691ee-e4a2-4809-a889-7d74f4ebd08c,vicensdominga@corral-gomis.net,7980466a-b198-4fa2-b0bd-04f30c9d8dd6,Desinfectante,2022-01-08
1d3754e9-ba12-43ea-afca-5b3e5a1e24de,blanesrosenda@gmail.com,1764eb5b-41b1-42b5-b3d9-f568c2d2f557,Pinzas,2023-12-12
7a41b608-f5ad-4774-a2d1-91c0d52f59f0,turmaristela@pablo.es,ae9e4ebd-5ca3-4264-acc8-4e19f30bab80,Mascarilla,2022-10-31
056223d4-93f7-4e6f-b78d-27976a6c2996,encarnitaaguilera@gmail.com,f7bcdeae-0381-454c-863a-2ebe3d24133c,Monitor de signos vitales,2023-09-14
0f1ff900-5fa9-45ed-a6d9-85877b80fe66,lobatoazeneth@mascaro.es,f0c7d644-1afc-408d-aab8-5e4234824ff3,Esfigmomanómetro,2021-08-27
21cbdea3-5fcf-4b50-8186-06192ea42ff6,cristianraya@gmail.com,536f769b-05b7-4e10-a399-9c322027d817,Gorro quirúrgico,2020-07-18
ec331c90-c6d3-45c1-99b6-c20dfaac1939,mario22@hotmail.com,573c6ac6-2399-4af2-a0b1-1ba8194fc93b,Guantes,2020-03-29
9c799bb0-acac-4109-9d43-047eabd5d229,marinafrica@granados.es,974ff650-7305-4790-ab17-0344fb0a7708,Pulsioxímetro,2023-07-20
f88056d1-ef00-4a1a-992d-75b0cdb42966,suarezdebora@gmail.com,6cd05937-d6a9-430f-aa0f-27e5236867f0,Termómetro,2023-03-20
c0bfbffb-d906-4d57-b058-7580e98aca80,camposfortunato@yahoo.com,386507c9-f906-42e9-b46e-8737130abfe4,Jeringa,2023-06-28
5d0645ca-613e-409f-ad0e-f7d4552f2eb1,judithribas@yahoo.com,c58cde93-2f43-4641-b87c-c2a96471b62d,Bata,2021-06-14
dd204cbe-68cd-4557-b30a-3847a708909d,sarabiamiriam@alemany.com,c165c95c-49f7-4112-81ab-83bb4bc34f69,Mascarilla,2023-04-16
1766c390-7030-422e-bdb7-5344f9ba70dd,jovitacapdevila@conesa-ferrer.com,41fa8848-c88c-4208-8a58-e585c2671faf,Pulsioxímetro,2024-02-20
3014bc82-2d75-4b56-8e31-06afb4a4048f,alegremaria@hotmail.com,cd7b4d05-56e2-493a-8c00-9374f575c8f3,Desinfectante,2023-04-13
bfd1671c-6148-4833-9e03-6cbfb9f356c5,qledesma@vidal-borrego.net,d8fb69f6-7a7e-4bab-a58f-631e9c6dad7d,Pinzas,2023-01-02
0787f374-c863-41cf-8680-5532c1cd990f,anacleto38@ramis.com,efb17184-6ad4-417f-8d84-e29f8eb151ad,Estetoscopio,2022-08-05
0749240d-8470-475d-acf5-e8357dafe9ba,kamoros@prat.es,38814862-3c8d-401e-b1f1-a8adb221e89f,Desinfectante,2021-10-27
4c1fcf1c-7cb2-44c0-a8b1-8b757247ddf6,andres-felipebayona@gmail.com,e87866c6-498c-4fa4-9c87-fbe43b80a830,Catéter,2021-03-01
a3270d03-3e39-414d-8a9e-e46d75a74fda,lgrau@yahoo.com,9f25c4ae-0a3c-4159-9096-8e01ecccc082,Pulsioxímetro,2024-01-23
21e2c947-a73a-4a31-a7b6-9bdb87089939,odalis46@viana.es,07abc8d0-66c7-4ae5-9a47-a16fb8e339ed,Aguja hipodérmica,2020-10-18
889aee06-b554-4aeb-b64a-1aba5145c505,zoraidamanzanares@sala.net,b3cdbbdb-5873-4d6d-8906-8b68db292a3c,Monitor de signos vitales,2021-09-28
e8e4af5d-c001-4d10-8b6b-a22d6177e139,etelvinafortuny@gmail.com,3d1f5415-4d43-43e6-b8d1-15931388d4f1,Gorro quirúrgico,2022-04-11
6cf28278-0181-4a6f-a848-805b3494aef0,carina83@yahoo.com,403d4777-91ce-4396-ab02-f40e9d22d03c,Esfigmomanómetro,2024-01-26
7b97d20b-eece-407e-b5f9-529cf70cf6a4,bhuertas@munoz.es,79e41389-0804-483c-b17b-1f6a3116cb05,Catéter,2021-07-22
024d7a68-b3b2-4746-a2cb-bf4cab76eba7,aragonvalero@hotmail.com,851e7395-28bb-43fe-8c86-e584482bb9b6,Compresa,2021-11-20
03586591-afc2-4143-967a-e36f2f820213,juanitaramirez@herranz.net,9a453fbb-2393-461e-a4be-be63ab2e190f,Pulsioxímetro,2024-05-03
1c3874c4-c74c-44d5-808b-a885238f67f2,begona71@gmail.com,9df23ea0-655e-4dd1-91b3-2e228ec573b6,Pinzas,2024-03-26
d706a11c-d6e3-41ee-9152-cd681ca5caf1,fontaranzazu@castejon-marti.com,d5a8f78d-8005-4c5d-90cc-ea3fbc77751c,Estetoscopio,2020-07-08
e3e81b4f-6e50-4a85-afb1-3862f12cc033,lucasemigdio@hotmail.com,7c5c6ce5-2062-45b7-b68f-0fafea023ddf,Pulsioxímetro,2020-07-28
3980e871-be27-4478-b495-c95edb2fa6bc,dzamora@hotmail.com,a52df99a-1903-478d-b2a8-104b2d343e3c,Aguja hipodérmica,2022-06-14
fde91fe1-648c-492e-9059-4ed04cfb0fea,suarezpepito@garces.es,17f402e9-ffe6-4d96-98cd-106c91d12064,Guantes,2024-05-22
f1c6882c-6648-47e0-9c2c-608ccf355de6,teresita67@larrea-puga.es,a841c3e8-3ab6-4fdf-9411-1a8ae73a175c,Compresa,2020-09-03
0900ae0a-0aaa-49d8-9b6e-142160dea050,marcela33@gmail.com,486b22ed-ba47-4f56-ac95-c135c92eebe9,Mascarilla,2021-04-21
78180da6-ff6b-4d48-a85b-61997688b2f1,xpalmer@yahoo.com,3cea3a00-7484-44d5-9c3d-d5fbaead3236,Monitor de signos vitales,2022-02-24
30a3bf59-60ce-40f6-8f77-9709b3588776,salazarnacio@yahoo.com,8e766982-9a9e-46a9-b44a-0ccd2a6fb6c0,Lámpara de exploración,2022-01-28
a0768063-63fe-49db-8efb-8303be0eda96,canasisaac@gmail.com,6f6ba018-34a9-48e2-a92f-952858fcd222,Pulsioxímetro,2022-12-26
0c83d569-e487-4cad-ad5c-c0f0ac0b9eab,lupitafernandez@gmail.com,364466e8-a05a-4b91-b850-9cb93af51176,Pinzas,2023-04-24
a5e0e4fd-acad-418a-ba21-837c0af3b3f1,coral52@yahoo.com,786134c9-43b9-41e3-b506-e48dc8d8ccba,Cinta adhesiva,2020-01-06
11674bac-f0e7-4dda-8129-19712573b864,arribasadora@gonzalez.net,804acc38-9ca9-4a9b-8de9-80e9bca4d0d6,Gorro quirúrgico,2023-12-06
abcc6e12-a79e-48b8-a12b-83950302c393,trinidad85@yahoo.com,fd3812b4-4e99-4935-813b-2a071ea6a19e,Aguja hipodérmica,2021-12-15
b14933c6-748a-4338-b951-9dc835dbe5fd,martin20@nieto.es,30bc2807-a381-4a29-8667-4f138bb963d2,Bata,2021-03-03
cde35fea-9148-42a6-a730-e289eb3bbdd4,verdugoleocadia@vazquez.es,d0f5780b-d324-4e3f-9c7c-8eac0a24e591,Esfigmomanómetro,2023-06-16
99621379-3cbd-47b7-b6a9-d35d4721b1ad,secogloria@hotmail.com,d88c1ed6-8532-4152-a8cd-b6c7ba1adaf2,Jeringa,2022-07-18
a585a031-3a3a-4dc9-a7b6-21057773c6e0,enriquezherminio@hotmail.com,e3f98edd-6fd5-4103-a036-1bb1051af5f5,Catéter,2023-01-05
f9551b04-fecb-4a77-91d6-f7f15529b9e6,leyrevillalobos@yahoo.com,d6a6417d-39d7-4d39-8801-8ffff36feba3,Monitor de signos vitales,2023-03-08
6ef536de-d523-455c-940e-8f00734f2757,yjulia@yahoo.com,e49f490c-78d2-431b-9147-df11d426c905,Bata,2020-02-22
ef8523bc-6036-4842-909c-c84b00249118,madrigaldomitila@yahoo.com,d4d8d3f5-5162-4dfc-aadf-a3b827647cf0,Esfigmomanómetro,2023-07-15
e81c27f1-9ee8-4eb3-bf01-1051326f8822,davidhoyos@castello-jordan.es,c7099bdb-e2f8-4e9f-a33a-494d5bf25ae8,Catéter,2021-08-12
db84d146-ee6e-4205-b3d3-7c11b929752b,horacio38@yahoo.com,856f1234-dfe3-470a-853f-8b2ded0f375b,Cinta adhesiva,2022-01-01
4e082ae0-aea6-449a-9fd5-d3c492b9cf07,mateo97@marti.es,89d8b14a-84a6-4407-9775-76c84309d963,Aguja hipodérmica,2021-01-19
57b0f2b2-bdb8-4961-b9c1-a59e4b38a6a1,omarbusquets@bueno.es,99d46036-fb6b-4d70-b181-ed329c5e088f,Venda,2024-02-29
6a913a96-f5e9-4084-b172-d5069d65c101,ualcala@buendia-segarra.org,912366ce-c614-4a10-84f5-ca5136e0c29b,Monitor de signos vitales,2021-08-19
723ff5e1-c79e-4de0-8785-5498fc01d767,fpuig@gmail.com,57fca255-bd3f-4520-a7e9-c7b539876d85,Catéter,2022-03-01
1acab227-f61e-470b-bf73-fc35e8dddf8d,tejeramoreno@hotmail.com,115edfb0-0acf-4b95-a0b1-0bf1e6c3f8cf,Jeringa,2022-06-19
10068e3a-1e44-432b-a8bf-868c702dda8c,elodiabarros@navarrete.com,9247b552-4a8a-4399-b2f0-453aa00b9f8f,Jeringa,2021-11-15
729c37a3-6d29-4250-bc2c-f0269e2a74db,vruiz@hotmail.com,eb2ee338-1531-4588-b2c4-c3696b423364,Cinta adhesiva,2021-02-22
3602a151-c9ce-4a87-9a76-54adca989756,carlosvives@hotmail.com,db52f71b-3bfc-42b6-b926-de36e5466ef8,Guantes,2022-02-27
60ae72e5-7fc6-4fff-8f16-aff7d5b39f76,moreno41@bolanos-vallejo.es,0ccf6359-48f8-4985-873e-9a4b57b93108,Gorro quirúrgico,2021-12-25
325d2bb4-58eb-414a-af87-6a04fd7b40c4,elpidioguzman@gmail.com,9cbcd433-5ae6-4d1f-bf4e-82aa1751174a,Sonda,2020-10-22
b37e069c-55ca-4c57-b39a-4cde227d0af7,jose-angel08@recio.es,b386c633-fed6-4e93-a5ef-0f26a16f2ba2,Sonda,2020-11-20
